trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,start_service_area_id,end_service_area_id,start_service_area_radius,end_service_area_radius,continuous_pickup,continuous_drop_off,pickup_area_id,drop_off_area_id,pickup_service_area_radius,drop_off_service_area_radius
305,5:45:00,5:45:00,70261,1,,0,0,0,1,,,,,1,1,,,,
305,6:01:00,6:01:00,70211,2,,0,0,17498.9839692476,1,,,,,1,1,,,,
305,6:09:00,6:09:00,70171,3,,0,0,27096.4160072460,1,,,,,1,1,,,,
305,6:19:00,6:19:00,70111,4,,0,0,42877.3773183603,1,,,,,1,1,,,,
305,6:28:00,6:28:00,70061,5,,0,0,53641.8411479114,1,,,,,1,1,,,,
305,6:47:00,6:47:00,70011,6,,0,0,75372.0274164200,1,,,,,1,1,,,,
313,6:49:00,6:49:00,70261,1,,0,0,0,1,,,,,1,1,,,,
313,7:05:00,7:05:00,70211,2,,0,0,17498.9839692476,1,,,,,1,1,,,,
313,7:13:00,7:13:00,70171,3,,0,0,27096.4160072460,1,,,,,1,1,,,,
313,7:24:00,7:24:00,70111,4,,0,0,42877.3773183603,1,,,,,1,1,,,,
313,7:32:00,7:32:00,70061,5,,0,0,53641.8411479114,1,,,,,1,1,,,,
313,7:52:00,7:52:00,70011,6,,0,0,75372.0274164200,1,,,,,1,1,,,,
323,7:49:00,7:49:00,70261,1,,0,0,0,1,,,,,1,1,,,,
323,8:05:00,8:05:00,70211,2,,0,0,17498.9839692476,1,,,,,1,1,,,,
323,8:13:00,8:13:00,70171,3,,0,0,27096.4160072460,1,,,,,1,1,,,,
323,8:25:00,8:25:00,70111,4,,0,0,42877.3773183603,1,,,,,1,1,,,,
323,8:34:00,8:34:00,70061,5,,0,0,53641.8411479114,1,,,,,1,1,,,,
323,8:54:00,8:54:00,70011,6,,0,0,75372.0274164200,1,,,,,1,1,,,,
314,6:59:00,6:59:00,70012,1,San Jose Diridon,0,0,0,1,,,,,1,1,,,,
314,7:03:00,7:03:00,70022,2,San Jose Diridon,0,0,2521.9493493327,1,,,,,1,1,,,,
314,7:16:00,7:16:00,70062,3,San Jose Diridon,0,0,21732.1939243897,1,,,,,1,1,,,,
314,7:24:00,7:24:00,70112,4,San Jose Diridon,0,0,32495.2682277601,1,,,,,1,1,,,,
314,7:31:00,7:31:00,70142,5,San Jose Diridon,0,0,40664.0634475741,1,,,,,1,1,,,,
314,7:37:00,7:37:00,70172,6,San Jose Diridon,0,0,48274.6903893797,1,,,,,1,1,,,,
314,7:50:00,7:50:00,70212,7,San Jose Diridon,0,0,57867.2730591201,1,,,,,1,1,,,,
314,8:05:00,8:05:00,70262,8,San Jose Diridon,0,0,75372.4680317899,1,,,,,1,1,,,,
324,7:59:00,7:59:00,70012,1,San Jose Diridon,0,0,0,1,,,,,1,1,,,,
324,8:03:00,8:03:00,70022,2,San Jose Diridon,0,0,2521.9493493327,1,,,,,1,1,,,,
324,8:16:00,8:16:00,70062,3,San Jose Diridon,0,0,21732.1939243897,1,,,,,1,1,,,,
324,8:24:00,8:24:00,70112,4,San Jose Diridon,0,0,32495.2682277601,1,,,,,1,1,,,,
324,8:31:00,8:31:00,70142,5,San Jose Diridon,0,0,40664.0634475741,1,,,,,1,1,,,,
324,8:37:00,8:37:00,70172,6,San Jose Diridon,0,0,48274.6903893797,1,,,,,1,1,,,,
324,8:50:00,8:50:00,70212,7,San Jose Diridon,0,0,57867.2730591201,1,,,,,1,1,,,,
324,9:05:00,9:05:00,70262,8,San Jose Diridon,0,0,75372.4680317899,1,,,,,1,1,,,,
366,16:38:00,16:38:00,70012,1,,0,0,0,1,,,,,1,1,,,,
366,16:55:00,16:55:00,70062,2,,0,0,21726.9716973672,1,,,,,1,1,,,,
366,17:01:00,17:01:00,70092,3,,0,0,28346.2017583654,1,,,,,1,1,,,,
366,17:10:00,17:10:00,70142,4,,0,0,40666.4528230743,1,,,,,1,1,,,,
366,17:17:00,17:17:00,70172,5,,0,0,48276.5948993587,1,,,,,1,1,,,,
366,17:20:00,17:20:00,70192,6,,0,0,50825.1360688414,1,,,,,1,1,,,,
366,17:31:00,17:31:00,70222,7,,0,0,62184.9804335176,1,,,,,1,1,,,,
366,17:46:00,17:46:00,70262,8,,0,0,75378.0281582291,1,,,,,1,1,,,,
366,17:51:00,17:51:00,70272,9,,0,0,78265.5052037099,1,,,,,1,1,,,,
376,17:38:00,17:38:00,70012,1,,0,0,0,1,,,,,1,1,,,,
376,17:55:00,17:55:00,70062,2,,0,0,21726.9716973672,1,,,,,1,1,,,,
376,18:01:00,18:01:00,70092,3,,0,0,28346.2017583654,1,,,,,1,1,,,,
376,18:10:00,18:10:00,70142,4,,0,0,40666.4528230743,1,,,,,1,1,,,,
376,18:17:00,18:17:00,70172,5,,0,0,48276.5948993587,1,,,,,1,1,,,,
376,18:20:00,18:20:00,70192,6,,0,0,50825.1360688414,1,,,,,1,1,,,,
376,18:31:00,18:31:00,70222,7,,0,0,62184.9804335176,1,,,,,1,1,,,,
376,18:46:00,18:46:00,70262,8,,0,0,75378.0281582291,1,,,,,1,1,,,,
376,18:51:00,18:51:00,70272,9,,0,0,78265.5052037099,1,,,,,1,1,,,,
360,16:12:00,16:12:00,70012,1,,0,0,0,1,,,,,1,1,,,,
360,16:28:00,16:28:00,70062,2,,0,0,21726.9716973672,1,,,,,1,1,,,,
360,16:36:00,16:36:00,70112,3,,0,0,32493.3507403548,1,,,,,1,1,,,,
360,16:47:00,16:47:00,70172,4,,0,0,48273.1699968923,1,,,,,1,1,,,,
360,16:56:00,16:56:00,70212,5,,0,0,57864.6616959978,1,,,,,1,1,,,,
360,17:12:00,17:12:00,70262,6,,0,0,75369.8566686599,1,,,,,1,1,,,,
370,17:16:00,17:16:00,70012,1,,0,0,0,1,,,,,1,1,,,,
370,17:34:00,17:34:00,70062,2,,0,0,21726.9716973672,1,,,,,1,1,,,,
370,17:43:00,17:43:00,70112,3,,0,0,32493.3507403548,1,,,,,1,1,,,,
370,17:56:00,17:56:00,70172,4,,0,0,48273.1699968923,1,,,,,1,1,,,,
370,18:03:00,18:03:00,70212,5,,0,0,57864.6616959978,1,,,,,1,1,,,,
370,18:18:00,18:18:00,70262,6,,0,0,75369.8566686599,1,,,,,1,1,,,,
380,18:16:00,18:16:00,70012,1,,0,0,0,1,,,,,1,1,,,,
380,18:34:00,18:34:00,70062,2,,0,0,21726.9716973672,1,,,,,1,1,,,,
380,18:44:00,18:44:00,70112,3,,0,0,32493.3507403548,1,,,,,1,1,,,,
380,18:56:00,18:56:00,70172,4,,0,0,48273.1699968923,1,,,,,1,1,,,,
380,19:03:00,19:03:00,70212,5,,0,0,57864.6616959978,1,,,,,1,1,,,,
380,19:19:00,19:19:00,70262,6,,0,0,75369.8566686599,1,,,,,1,1,,,,
309,5:56:00,5:56:00,70271,1,,0,0,0,1,,,,,1,1,,,,
309,6:04:00,6:04:00,70261,2,,0,0,2898.2643163720,1,,,,,1,1,,,,
309,6:15:00,6:15:00,70221,3,,0,0,16089.5073274651,1,,,,,1,1,,,,
309,6:27:00,6:27:00,70171,4,,0,0,30000.2491713096,1,,,,,1,1,,,,
309,6:33:00,6:33:00,70141,5,,0,0,37617.2067266517,1,,,,,1,1,,,,
309,6:44:00,6:44:00,70091,6,,0,0,49902.4106574032,1,,,,,1,1,,,,
309,6:52:00,6:52:00,70061,7,,0,0,56553.8218907618,1,,,,,1,1,,,,
309,7:09:00,7:09:00,70011,8,,0,0,78284.6305131500,1,,,,,1,1,,,,
319,6:56:00,6:56:00,70271,1,,0,0,0,1,,,,,1,1,,,,
319,7:04:00,7:04:00,70261,2,,0,0,2898.2643163720,1,,,,,1,1,,,,
319,7:15:00,7:15:00,70221,3,,0,0,16089.5073274651,1,,,,,1,1,,,,
319,7:28:00,7:28:00,70171,4,,0,0,30000.2491713096,1,,,,,1,1,,,,
319,7:35:00,7:35:00,70141,5,,0,0,37617.2067266517,1,,,,,1,1,,,,
319,7:45:00,7:45:00,70091,6,,0,0,49902.4106574032,1,,,,,1,1,,,,
319,7:53:00,7:53:00,70061,7,,0,0,56553.8218907618,1,,,,,1,1,,,,
319,8:13:00,8:13:00,70011,8,,0,0,78284.6305131500,1,,,,,1,1,,,,
329,7:59:00,7:59:00,70271,1,,0,0,0,1,,,,,1,1,,,,
329,8:04:00,8:04:00,70261,2,,0,0,2898.2643163720,1,,,,,1,1,,,,
329,8:15:00,8:15:00,70221,3,,0,0,16089.5073274651,1,,,,,1,1,,,,
329,8:28:00,8:28:00,70171,4,,0,0,30000.2491713096,1,,,,,1,1,,,,
329,8:35:00,8:35:00,70141,5,,0,0,37617.2067266517,1,,,,,1,1,,,,
329,8:45:00,8:45:00,70091,6,,0,0,49902.4106574032,1,,,,,1,1,,,,
329,8:53:00,8:53:00,70061,7,,0,0,56553.8218907618,1,,,,,1,1,,,,
329,9:13:00,9:13:00,70011,8,,0,0,78284.6305131500,1,,,,,1,1,,,,
371,16:45:00,16:45:00,70261,1,,0,0,0,1,,,,,1,1,,,,
371,16:59:00,16:59:00,70211,2,,0,0,17498.9839692476,1,,,,,1,1,,,,
371,17:07:00,17:07:00,70171,3,,0,0,27096.4160072460,1,,,,,1,1,,,,
371,17:13:00,17:13:00,70141,4,,0,0,34712.9036596270,1,,,,,1,1,,,,
371,17:20:00,17:20:00,70111,5,,0,0,42882.6148643075,1,,,,,1,1,,,,
371,17:32:00,17:32:00,70061,6,,0,0,53645.8694689981,1,,,,,1,1,,,,
371,17:47:00,17:47:00,70021,7,,0,0,72857.7448656106,1,,,,,1,1,,,,
371,17:53:00,17:53:00,70011,8,,0,0,75380.8977738300,1,,,,,1,1,,,,
381,17:45:00,17:45:00,70261,1,,0,0,0,1,,,,,1,1,,,,
381,17:59:00,17:59:00,70211,2,,0,0,17498.9839692476,1,,,,,1,1,,,,
381,18:07:00,18:07:00,70171,3,,0,0,27096.4160072460,1,,,,,1,1,,,,
381,18:13:00,18:13:00,70141,4,,0,0,34712.9036596270,1,,,,,1,1,,,,
381,18:20:00,18:20:00,70111,5,,0,0,42882.6148643075,1,,,,,1,1,,,,
381,18:32:00,18:32:00,70061,6,,0,0,53645.8694689981,1,,,,,1,1,,,,
381,18:47:00,18:47:00,70021,7,,0,0,72857.7448656106,1,,,,,1,1,,,,
381,18:53:00,18:53:00,70011,8,,0,0,75380.8977738300,1,,,,,1,1,,,,
365,16:24:00,16:24:00,70261,1,,0,0,0,1,,,,,1,1,,,,
365,16:38:00,16:38:00,70211,2,,0,0,17498.9839692476,1,,,,,1,1,,,,
365,16:46:00,16:46:00,70171,3,,0,0,27096.4160072460,1,,,,,1,1,,,,
365,16:49:00,16:49:00,70161,4,,0,0,29107.4410203271,1,,,,,1,1,,,,
365,16:55:00,16:55:00,70141,5,,0,0,34709.0459504796,1,,,,,1,1,,,,
365,17:12:00,17:12:00,70061,6,,0,0,53637.7533135012,1,,,,,1,1,,,,
365,17:26:00,17:26:00,70021,7,,0,0,72847.8220465979,1,,,,,1,1,,,,
365,17:33:00,17:33:00,70011,8,,0,0,75370.9749548001,1,,,,,1,1,,,,
375,17:20:00,17:20:00,70261,1,,0,0,0,1,,,,,1,1,,,,
375,17:34:00,17:34:00,70211,2,,0,0,17498.9839692476,1,,,,,1,1,,,,
375,17:42:00,17:42:00,70171,3,,0,0,27096.4160072460,1,,,,,1,1,,,,
375,17:45:00,17:45:00,70161,4,,0,0,29107.4410203271,1,,,,,1,1,,,,
375,17:51:00,17:51:00,70141,5,,0,0,34709.0459504796,1,,,,,1,1,,,,
375,18:08:00,18:08:00,70061,6,,0,0,53637.7533135012,1,,,,,1,1,,,,
375,18:23:00,18:23:00,70021,7,,0,0,72847.8220465979,1,,,,,1,1,,,,
375,18:29:00,18:29:00,70011,8,,0,0,75370.9749548001,1,,,,,1,1,,,,
385,18:20:00,18:20:00,70261,1,,0,0,0,1,,,,,1,1,,,,
385,18:34:00,18:34:00,70211,2,,0,0,17498.9839692476,1,,,,,1,1,,,,
385,18:42:00,18:42:00,70171,3,,0,0,27096.4160072460,1,,,,,1,1,,,,
385,18:45:00,18:45:00,70161,4,,0,0,29107.4410203271,1,,,,,1,1,,,,
385,18:51:00,18:51:00,70141,5,,0,0,34709.0459504796,1,,,,,1,1,,,,
385,19:08:00,19:08:00,70061,6,,0,0,53637.7533135012,1,,,,,1,1,,,,
385,19:23:00,19:23:00,70021,7,,0,0,72847.8220465979,1,,,,,1,1,,,,
385,19:29:00,19:29:00,70011,8,,0,0,75370.9749548001,1,,,,,1,1,,,,
386,18:38:00,18:38:00,70012,1,,0,0,0,1,,,,,1,1,,,,
386,18:55:00,18:55:00,70062,2,,0,0,21726.9716973672,1,,,,,1,1,,,,
386,19:01:00,19:01:00,70092,3,,0,0,28346.2017583654,1,,,,,1,1,,,,
386,19:10:00,19:10:00,70142,4,,0,0,40666.4528230743,1,,,,,1,1,,,,
386,19:17:00,19:17:00,70172,5,,0,0,48276.5948993587,1,,,,,1,1,,,,
386,19:20:00,19:20:00,70192,6,,0,0,50825.1360688414,1,,,,,1,1,,,,
386,19:31:00,19:31:00,70222,7,,0,0,62184.9804335176,1,,,,,1,1,,,,
386,19:46:00,19:46:00,70262,8,,0,0,75378.0281582291,1,,,,,1,1,,,,
386,19:51:00,19:51:00,70272,9,,0,0,78265.5052037099,1,,,,,1,1,,,,
310,6:35:00,6:35:00,70012,1,Tamien,0,0,0,1,,,,,1,1,,,,
310,6:39:00,6:39:00,70022,2,Tamien,0,0,2521.9493493327,1,,,,,1,1,,,,
310,6:52:00,6:52:00,70062,3,Tamien,0,0,21732.1939243897,1,,,,,1,1,,,,
310,7:11:00,7:11:00,70142,4,Tamien,0,0,40664.6525737244,1,,,,,1,1,,,,
310,7:17:00,7:17:00,70162,5,Tamien,0,0,46263.7407084709,1,,,,,1,1,,,,
310,7:21:00,7:21:00,70172,6,Tamien,0,0,48275.1230231596,1,,,,,1,1,,,,
310,7:28:00,7:28:00,70212,7,Tamien,0,0,57867.4499873956,1,,,,,1,1,,,,
310,7:43:00,7:43:00,70262,8,Tamien,0,0,75372.6449599893,1,,,,,1,1,,,,
310,7:48:00,7:48:00,70272,9,Tamien,0,0,78259.2254322899,1,,,,,1,1,,,,
320,7:35:00,7:35:00,70012,1,Tamien,0,0,0,1,,,,,1,1,,,,
320,7:39:00,7:39:00,70022,2,Tamien,0,0,2521.9493493327,1,,,,,1,1,,,,
320,7:52:00,7:52:00,70062,3,Tamien,0,0,21732.1939243897,1,,,,,1,1,,,,
320,8:11:00,8:11:00,70142,4,Tamien,0,0,40664.6525737244,1,,,,,1,1,,,,
320,8:17:00,8:17:00,70162,5,Tamien,0,0,46263.7407084709,1,,,,,1,1,,,,
320,8:21:00,8:21:00,70172,6,Tamien,0,0,48275.1230231596,1,,,,,1,1,,,,
320,8:28:00,8:28:00,70212,7,Tamien,0,0,57867.4499873956,1,,,,,1,1,,,,
320,8:43:00,8:43:00,70262,8,Tamien,0,0,75372.6449599893,1,,,,,1,1,,,,
320,8:48:00,8:48:00,70272,9,Tamien,0,0,78259.2254322899,1,,,,,1,1,,,,
330,8:35:00,8:35:00,70012,1,Tamien,0,0,0,1,,,,,1,1,,,,
330,8:39:00,8:39:00,70022,2,Tamien,0,0,2521.9493493327,1,,,,,1,1,,,,
330,8:52:00,8:52:00,70062,3,Tamien,0,0,21732.1939243897,1,,,,,1,1,,,,
330,9:11:00,9:11:00,70142,4,Tamien,0,0,40664.6525737244,1,,,,,1,1,,,,
330,9:17:00,9:17:00,70162,5,Tamien,0,0,46263.7407084709,1,,,,,1,1,,,,
330,9:21:00,9:21:00,70172,6,Tamien,0,0,48275.1230231596,1,,,,,1,1,,,,
330,9:28:00,9:28:00,70212,7,Tamien,0,0,57867.4499873956,1,,,,,1,1,,,,
330,9:43:00,9:43:00,70262,8,Tamien,0,0,75372.6449599893,1,,,,,1,1,,,,
330,9:48:00,9:48:00,70272,9,Tamien,0,0,78259.2254322899,1,,,,,1,1,,,,
101,4:28:00,4:28:00,70261,1,San Francisco,0,0,0,1,,,,,1,1,,,,
101,4:33:00,4:33:00,70241,2,San Francisco,0,0,4121.0312279651,1,,,,,1,1,,,,
101,4:39:00,4:39:00,70231,3,San Francisco,0,0,10016.3784446975,1,,,,,1,1,,,,
101,4:43:00,4:43:00,70221,4,San Francisco,0,0,13203.4729348399,1,,,,,1,1,,,,
101,4:48:00,4:48:00,70211,5,San Francisco,0,0,17517.6746005032,1,,,,,1,1,,,,
101,4:52:00,4:52:00,70201,6,San Francisco,0,0,20625.8583537593,1,,,,,1,1,,,,
101,4:57:00,4:57:00,70191,7,San Francisco,0,0,24569.4408440563,1,,,,,1,1,,,,
101,5:01:00,5:01:00,70171,8,San Francisco,0,0,27117.3871635043,1,,,,,1,1,,,,
101,5:04:00,5:04:00,70161,9,San Francisco,0,0,29128.1469454012,1,,,,,1,1,,,,
101,5:10:00,5:10:00,70141,10,San Francisco,0,0,34729.7518755537,1,,,,,1,1,,,,
101,5:15:00,5:15:00,70131,11,San Francisco,0,0,38221.3674485055,1,,,,,1,1,,,,
101,5:18:00,5:18:00,70121,12,San Francisco,0,0,40206.8878329039,1,,,,,1,1,,,,
101,5:22:00,5:22:00,70111,13,San Francisco,0,0,42900.2601774408,1,,,,,1,1,,,,
101,5:25:00,5:25:00,70101,14,San Francisco,0,0,44889.8327420921,1,,,,,1,1,,,,
101,5:28:00,5:28:00,70091,15,San Francisco,0,0,47023.4064675604,1,,,,,1,1,,,,
101,5:32:00,5:32:00,70081,16,San Francisco,0,0,49347.8233217365,1,,,,,1,1,,,,
101,5:36:00,5:36:00,70061,17,San Francisco,0,0,53666.1679223382,1,,,,,1,1,,,,
101,5:41:00,5:41:00,70051,18,San Francisco,0,0,57815.9850278084,1,,,,,1,1,,,,
101,5:45:00,5:45:00,70041,19,San Francisco,0,0,60784.9615334844,1,,,,,1,1,,,,
101,5:51:00,5:51:00,70031,20,San Francisco,0,0,67460.1459024991,1,,,,,1,1,,,,
101,5:57:00,5:57:00,70021,21,San Francisco,0,0,72878.6095786079,1,,,,,1,1,,,,
101,6:03:00,6:03:00,70011,22,San Francisco,0,0,75401.7553787101,1,,,,,1,1,,,,
139,10:13:00,10:13:00,70261,1,San Francisco,0,0,0,1,,,,,1,1,,,,
139,10:18:00,10:18:00,70241,2,San Francisco,0,0,4121.0312279651,1,,,,,1,1,,,,
139,10:24:00,10:24:00,70231,3,San Francisco,0,0,10016.3784446975,1,,,,,1,1,,,,
139,10:28:00,10:28:00,70221,4,San Francisco,0,0,13203.4729348399,1,,,,,1,1,,,,
139,10:33:00,10:33:00,70211,5,San Francisco,0,0,17517.6746005032,1,,,,,1,1,,,,
139,10:37:00,10:37:00,70201,6,San Francisco,0,0,20625.8583537593,1,,,,,1,1,,,,
139,10:42:00,10:42:00,70191,7,San Francisco,0,0,24569.4408440563,1,,,,,1,1,,,,
139,10:47:00,10:47:00,70171,8,San Francisco,0,0,27117.3871635043,1,,,,,1,1,,,,
139,10:50:00,10:50:00,70161,9,San Francisco,0,0,29128.1469454012,1,,,,,1,1,,,,
139,10:55:00,10:55:00,70141,10,San Francisco,0,0,34729.7518755537,1,,,,,1,1,,,,
139,10:59:00,10:59:00,70131,11,San Francisco,0,0,38221.3674485055,1,,,,,1,1,,,,
139,11:03:00,11:03:00,70121,12,San Francisco,0,0,40206.8878329039,1,,,,,1,1,,,,
139,11:06:00,11:06:00,70111,13,San Francisco,0,0,42900.2601774408,1,,,,,1,1,,,,
139,11:09:00,11:09:00,70101,14,San Francisco,0,0,44889.8327420921,1,,,,,1,1,,,,
139,11:12:00,11:12:00,70091,15,San Francisco,0,0,47023.4064675604,1,,,,,1,1,,,,
139,11:15:00,11:15:00,70081,16,San Francisco,0,0,49347.8233217365,1,,,,,1,1,,,,
139,11:20:00,11:20:00,70061,17,San Francisco,0,0,53666.1679223382,1,,,,,1,1,,,,
139,11:25:00,11:25:00,70051,18,San Francisco,0,0,57815.9850278084,1,,,,,1,1,,,,
139,11:29:00,11:29:00,70041,19,San Francisco,0,0,60784.9615334844,1,,,,,1,1,,,,
139,11:35:00,11:35:00,70031,20,San Francisco,0,0,67460.1459024991,1,,,,,1,1,,,,
139,11:41:00,11:41:00,70021,21,San Francisco,0,0,72878.6095786079,1,,,,,1,1,,,,
139,11:48:00,11:48:00,70011,22,San Francisco,0,0,75401.7553787101,1,,,,,1,1,,,,
143,11:13:00,11:13:00,70261,1,San Francisco,0,0,0,1,,,,,1,1,,,,
143,11:18:00,11:18:00,70241,2,San Francisco,0,0,4121.0312279651,1,,,,,1,1,,,,
143,11:24:00,11:24:00,70231,3,San Francisco,0,0,10016.3784446975,1,,,,,1,1,,,,
143,11:28:00,11:28:00,70221,4,San Francisco,0,0,13203.4729348399,1,,,,,1,1,,,,
143,11:33:00,11:33:00,70211,5,San Francisco,0,0,17517.6746005032,1,,,,,1,1,,,,
143,11:37:00,11:37:00,70201,6,San Francisco,0,0,20625.8583537593,1,,,,,1,1,,,,
143,11:41:00,11:41:00,70191,7,San Francisco,0,0,24569.4408440563,1,,,,,1,1,,,,
143,11:46:00,11:46:00,70171,8,San Francisco,0,0,27117.3871635043,1,,,,,1,1,,,,
143,11:49:00,11:49:00,70161,9,San Francisco,0,0,29128.1469454012,1,,,,,1,1,,,,
143,11:55:00,11:55:00,70141,10,San Francisco,0,0,34729.7518755537,1,,,,,1,1,,,,
143,11:59:00,11:59:00,70131,11,San Francisco,0,0,38221.3674485055,1,,,,,1,1,,,,
143,12:03:00,12:03:00,70121,12,San Francisco,0,0,40206.8878329039,1,,,,,1,1,,,,
143,12:06:00,12:06:00,70111,13,San Francisco,0,0,42900.2601774408,1,,,,,1,1,,,,
143,12:09:00,12:09:00,70101,14,San Francisco,0,0,44889.8327420921,1,,,,,1,1,,,,
143,12:12:00,12:12:00,70091,15,San Francisco,0,0,47023.4064675604,1,,,,,1,1,,,,
143,12:15:00,12:15:00,70081,16,San Francisco,0,0,49347.8233217365,1,,,,,1,1,,,,
143,12:20:00,12:20:00,70061,17,San Francisco,0,0,53666.1679223382,1,,,,,1,1,,,,
143,12:25:00,12:25:00,70051,18,San Francisco,0,0,57815.9850278084,1,,,,,1,1,,,,
143,12:29:00,12:29:00,70041,19,San Francisco,0,0,60784.9615334844,1,,,,,1,1,,,,
143,12:35:00,12:35:00,70031,20,San Francisco,0,0,67460.1459024991,1,,,,,1,1,,,,
143,12:41:00,12:41:00,70021,21,San Francisco,0,0,72878.6095786079,1,,,,,1,1,,,,
143,12:48:00,12:48:00,70011,22,San Francisco,0,0,75401.7553787101,1,,,,,1,1,,,,
147,12:13:00,12:13:00,70261,1,San Francisco,0,0,0,1,,,,,1,1,,,,
147,12:18:00,12:18:00,70241,2,San Francisco,0,0,4121.0312279651,1,,,,,1,1,,,,
147,12:24:00,12:24:00,70231,3,San Francisco,0,0,10016.3784446975,1,,,,,1,1,,,,
147,12:28:00,12:28:00,70221,4,San Francisco,0,0,13203.4729348399,1,,,,,1,1,,,,
147,12:33:00,12:33:00,70211,5,San Francisco,0,0,17517.6746005032,1,,,,,1,1,,,,
147,12:37:00,12:37:00,70201,6,San Francisco,0,0,20625.8583537593,1,,,,,1,1,,,,
147,12:41:00,12:41:00,70191,7,San Francisco,0,0,24569.4408440563,1,,,,,1,1,,,,
147,12:46:00,12:46:00,70171,8,San Francisco,0,0,27117.3871635043,1,,,,,1,1,,,,
147,12:49:00,12:49:00,70161,9,San Francisco,0,0,29128.1469454012,1,,,,,1,1,,,,
147,12:55:00,12:55:00,70141,10,San Francisco,0,0,34729.7518755537,1,,,,,1,1,,,,
147,12:59:00,12:59:00,70131,11,San Francisco,0,0,38221.3674485055,1,,,,,1,1,,,,
147,13:03:00,13:03:00,70121,12,San Francisco,0,0,40206.8878329039,1,,,,,1,1,,,,
147,13:06:00,13:06:00,70111,13,San Francisco,0,0,42900.2601774408,1,,,,,1,1,,,,
147,13:09:00,13:09:00,70101,14,San Francisco,0,0,44889.8327420921,1,,,,,1,1,,,,
147,13:12:00,13:12:00,70091,15,San Francisco,0,0,47023.4064675604,1,,,,,1,1,,,,
147,13:15:00,13:15:00,70081,16,San Francisco,0,0,49347.8233217365,1,,,,,1,1,,,,
147,13:20:00,13:20:00,70061,17,San Francisco,0,0,53666.1679223382,1,,,,,1,1,,,,
147,13:25:00,13:25:00,70051,18,San Francisco,0,0,57815.9850278084,1,,,,,1,1,,,,
147,13:29:00,13:29:00,70041,19,San Francisco,0,0,60784.9615334844,1,,,,,1,1,,,,
147,13:35:00,13:35:00,70031,20,San Francisco,0,0,67460.1459024991,1,,,,,1,1,,,,
147,13:41:00,13:41:00,70021,21,San Francisco,0,0,72878.6095786079,1,,,,,1,1,,,,
147,13:48:00,13:48:00,70011,22,San Francisco,0,0,75401.7553787101,1,,,,,1,1,,,,
151,13:13:00,13:13:00,70261,1,San Francisco,0,0,0,1,,,,,1,1,,,,
151,13:18:00,13:18:00,70241,2,San Francisco,0,0,4121.0312279651,1,,,,,1,1,,,,
151,13:24:00,13:24:00,70231,3,San Francisco,0,0,10016.3784446975,1,,,,,1,1,,,,
151,13:28:00,13:28:00,70221,4,San Francisco,0,0,13203.4729348399,1,,,,,1,1,,,,
151,13:33:00,13:33:00,70211,5,San Francisco,0,0,17517.6746005032,1,,,,,1,1,,,,
151,13:37:00,13:37:00,70201,6,San Francisco,0,0,20625.8583537593,1,,,,,1,1,,,,
151,13:41:00,13:41:00,70191,7,San Francisco,0,0,24569.4408440563,1,,,,,1,1,,,,
151,13:46:00,13:46:00,70171,8,San Francisco,0,0,27117.3871635043,1,,,,,1,1,,,,
151,13:49:00,13:49:00,70161,9,San Francisco,0,0,29128.1469454012,1,,,,,1,1,,,,
151,13:55:00,13:55:00,70141,10,San Francisco,0,0,34729.7518755537,1,,,,,1,1,,,,
151,13:59:00,13:59:00,70131,11,San Francisco,0,0,38221.3674485055,1,,,,,1,1,,,,
151,14:03:00,14:03:00,70121,12,San Francisco,0,0,40206.8878329039,1,,,,,1,1,,,,
151,14:06:00,14:06:00,70111,13,San Francisco,0,0,42900.2601774408,1,,,,,1,1,,,,
151,14:09:00,14:09:00,70101,14,San Francisco,0,0,44889.8327420921,1,,,,,1,1,,,,
151,14:12:00,14:12:00,70091,15,San Francisco,0,0,47023.4064675604,1,,,,,1,1,,,,
151,14:15:00,14:15:00,70081,16,San Francisco,0,0,49347.8233217365,1,,,,,1,1,,,,
151,14:20:00,14:20:00,70061,17,San Francisco,0,0,53666.1679223382,1,,,,,1,1,,,,
151,14:25:00,14:25:00,70051,18,San Francisco,0,0,57815.9850278084,1,,,,,1,1,,,,
151,14:29:00,14:29:00,70041,19,San Francisco,0,0,60784.9615334844,1,,,,,1,1,,,,
151,14:35:00,14:35:00,70031,20,San Francisco,0,0,67460.1459024991,1,,,,,1,1,,,,
151,14:41:00,14:41:00,70021,21,San Francisco,0,0,72878.6095786079,1,,,,,1,1,,,,
151,14:48:00,14:48:00,70011,22,San Francisco,0,0,75401.7553787101,1,,,,,1,1,,,,
159,15:13:00,15:13:00,70261,1,,0,0,0,1,,,,,1,1,,,,
159,15:16:00,15:16:00,70251,2,,0,0,1867.8200150600,1,,,,,1,1,,,,
159,15:20:00,15:20:00,70241,3,,0,0,4120.8905789863,1,,,,,1,1,,,,
159,15:25:00,15:25:00,70231,4,,0,0,10007.1279673588,1,,,,,1,1,,,,
159,15:30:00,15:30:00,70221,5,,0,0,13194.2224575012,1,,,,,1,1,,,,
159,15:35:00,15:35:00,70211,6,,0,0,17508.4241231645,1,,,,,1,1,,,,
159,15:39:00,15:39:00,70201,7,,0,0,20616.6078764206,1,,,,,1,1,,,,
